1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.5577393,29.69848442,0,33.1360817,66,15.2315464,4.242640495,0,24.69817734,4.242640495,0,80.55305481,48.38477707,15.2315464,25.45584488,26.68332863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55900564,32990566,32964568,59746264,104605296,30854414,25848410,38537116,56189824,31250696,33737268,62384076,102043688,30414298,26948568,37423020
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.5577393,29.69848442,0,33.1360817,66,15.2315464,4.242640495,0,24.69817734,4.242640495,0,80.55305481,48.38477707,15.2315464,25.45584488,26.68332863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81184144,44728580,38580996,66962328,120589520,35252392,34455916,53962860,78375936,45120808,41407364,65979264,120810736,34011856,33598068,54483080
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2610,1115.889404,36.05551147,0,2550,1081.881714,8.485280991,2510.02002,0,36.05551147,1074.8479,0,2567.033203,0,1108.74353,28.63872147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106863376,62051840,47305500,79539248,135588976,43866088,52813244,74199424,106004880,60854656,48193768,79254896,136164144,44294368,51716932,73318280
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65004040,31589916,30020762,60043372,106768152,28621064,25913702,39622640,65539996,31696862,34715856,59441416,100286288,31690254,27005340,40425140
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92447544,52400312,44582792,97804368,186353296,44331136,47924628,67073372,90889800,52624536,48655264,92366728,187120736,47078440,46416084,67814968
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68338160,40926996,35568900,64622256,120882856,31865882,33500030,47769468,68134880,39135636,36881452,66821876,118845080,32589690,32494008,47175780
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075.140381,1227.537354,26.83281517,2674.058838,149.2626801,1133.753662,8.485280991,2541.015869,145.2854462,12.72792149,1090.068848,161.1061096,2717.625488,60.56408691,1197.657959,112.3653183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60600824,34521664,36569448,62739368,100293328,34425596,31463002,40913852,59980416,34011728,35781812,63632680,101913864,33603520,30059196,40921044
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102658408,62087792,54864744,96816648,139332288,53996340,57674360,80251744,103501616,60144128,54055576,95991872,141934288,53856684,57772216,78842632
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176624144,116074984,102739688,193583248,297035936,94214128,97575280,137068560,176162000,113389728,106598984,192950992,294093152,97479688,97634360,134658544
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52664548,25724314,23550126,52611196,119422424,20523586,20356110,31056470,52472876,25345992,24440536,53073224,118475776,20499978,20154732,31331884
